"","DateTime","Flux_eos1","Temp_C_eos1","CO2_Soil_ppm_eos1","CO2_Soil_STD_ppm_eos1","CO2_ATM_ppm_eos1","CO2_ATM_STD_ppm_eos1","Mode"
"66",2019-07-11 03:30:00,2.21,11.3,429.01,8.236,303.63,7.091,1.74564
"67",2019-07-11 03:45:00,2.34,11.1,434.11,8.56,301.47,7.225,1.74564
"68",2019-07-11 04:00:00,2.49,11,442.86,7.122,301.56,7.005,1.74564
"69",2019-07-11 04:15:00,2.45,11.1,443.6,9.258,304.58,6.94,1.74589
"70",2019-07-11 04:30:00,2.39,11.3,441.3,8.081,305.43,6.915,1.74593
"71",2019-07-11 04:45:00,2.49,11.5,444.65,7.918,303.39,7.538,1.74614
"72",2019-07-11 05:00:00,2.45,11.5,444.18,7.162,305.33,6.381,1.74622
"73",2019-07-11 05:15:00,2.44,11.7,444.27,9.336,305.75,3.41,1.74614
"74",2019-07-11 05:30:00,2.39,11.7,441.01,6.245,305.22,6.475,1.74593
"75",2019-07-11 05:45:00,2.44,11.6,444.56,7.477,305.84,5.316,1.74622
"76",2019-07-11 06:00:00,2.47,11.6,448.71,9.974,308.6,8.768,1.74626
"77",2019-07-11 06:15:00,2.56,11.6,451.2,7.984,305.65,7.139,1.74622
"78",2019-07-11 06:30:00,2.5,11.6,448.73,9.683,306.51,9.156,1.74639
"79",2019-07-11 06:45:00,2.46,11.6,442.62,9.098,303.23,8.46,1.74655
"80",2019-07-11 07:00:00,2.52,11.5,445.18,12.531,301.93,6.806,1.74643
"81",2019-07-11 07:15:00,2.53,11.5,444.52,9.395,300.72,8.7,1.74639
"82",2019-07-11 07:30:00,2.45,11.4,440.37,5.266,301.06,8.295,1.74626
"83",2019-07-11 07:45:00,2.58,11.8,448.85,10.117,302.53,7.382,1.7468
"84",2019-07-11 08:00:00,2.43,12.3,441.35,7.09,303.47,6.525,1.74685
"85",2019-07-11 08:15:00,2.2,13.6,425.92,7.468,300.77,7.715,1.74693
"86",2019-07-11 08:30:00,2.11,16.4,410.93,6.738,290.88,7.085,1.74801
"87",2019-07-11 08:45:00,2.07,20.6,403.59,7.315,286.12,4.223,1.75222
"88",2019-07-11 09:00:00,2,24.9,408.14,4.558,294.69,4.15,1.75643
"89",2019-07-11 09:15:00,1.62,25.7,400.04,3.313,308.15,6.67,1.75751
"90",2019-07-11 09:30:00,1.64,26.1,392.81,7.075,299.58,3.86,1.75768
"91",2019-07-11 09:45:00,1.76,25.1,393.14,7.497,293.46,4.791,1.75643
"92",2019-07-11 10:00:00,1.73,25.6,382.03,4.567,283.88,5.938,1.75685
"93",2019-07-11 10:15:00,1.46,28.6,364.26,6.171,281.58,7.123,1.75835
"94",2019-07-11 10:30:00,1.43,31,368.95,3.637,287.87,3.786,1.76047
"95",2019-07-11 10:45:00,1.48,32.2,367.88,2.831,283.73,4.829,1.76072
"96",2019-07-11 11:00:00,1.41,33.2,368.74,3.548,288.65,3.856,1.76201
"97",2019-07-11 11:15:33,0,0,0,0,0,0,2
"98",2019-07-11 11:30:00,1.38,32.2,365.59,5.258,287.24,2.329,1.76122
"99",2019-07-11 11:45:00,1.51,30.9,371.29,2.562,285.4,3.933,1.75972
"100",2019-07-11 12:00:00,1.42,29.4,362.44,4.664,281.74,4.213,1.7588
"101",2019-07-11 12:15:00,1.16,28.8,344.72,1.54,279.01,5.216,1.75851
"102",2019-07-11 12:30:00,1.25,28.9,349.19,3.347,277.98,2.217,1.75872
"103",2019-07-11 12:45:00,1.32,28.1,349.08,3.332,274.1,3.426,1.7578
"104",2019-07-11 13:00:00,1.18,28.2,343.34,3.336,276.31,5.222,1.75805
"105",2019-07-11 13:15:00,1.43,29,351.92,4.975,270.88,3.432,1.75893
"106",2019-07-11 13:30:00,1.28,29.1,347.46,3.99,274.7,5.442,1.7591
"107",2019-07-11 13:45:00,1.21,29.2,346.49,5.152,278.02,6.632,1.75918
"108",2019-07-11 14:00:00,1.3,29,348.43,4.951,274.81,4.972,1.7588
"109",2019-07-11 14:15:00,1.3,27.8,349.66,2.688,275.98,4.72,1.75772
"110",2019-07-11 14:30:00,1.32,26.5,347.3,2.692,272.61,2.121,1.75614
"111",2019-07-11 14:45:00,1.3,25.3,348.57,4.235,275.01,2.786,1.75551
"112",2019-07-11 15:00:00,1.32,24.2,355.09,5.948,280.15,4.247,1.75401
"113",2019-07-11 15:15:00,1.52,23.2,362.36,5.234,276.11,3.942,1.75326
"114",2019-07-11 15:30:00,1.48,22.3,362.98,4.78,278.74,4.002,1.75276
"115",2019-07-11 15:45:00,1.49,21.8,362.42,2.633,277.65,5.431,1.75297
"116",2019-07-11 16:00:00,1.51,21.7,369.71,5.526,283.96,5.514,1.75297
"117",2019-07-11 16:15:00,1.5,21.3,365.4,4.437,279.98,4.785,1.75293
"118",2019-07-11 16:30:00,1.6,20.8,373.66,5.16,282.85,5.615,1.75189
"119",2019-07-11 16:45:00,1.64,20.3,376.68,6.535,283.65,7.122,1.75168
"120",2019-07-11 17:00:00,1.62,20.2,375.89,5.413,284.03,2.902,1.75214
"121",2019-07-11 17:15:00,1.72,20.1,382.85,7.711,284.95,6.803,1.75189
"122",2019-07-11 17:30:00,1.62,19.6,377.76,7.063,286.02,5.678,1.75093
"123",2019-07-11 17:45:00,1.79,18.9,387.66,6.244,286.13,5.742,1.75022
"124",2019-07-11 18:00:00,1.93,18.2,398.09,7.908,288.32,6.11,1.74993
"125",2019-07-11 18:15:00,1.92,17.7,403.03,7.512,293.93,5.936,1.74939
"126",2019-07-11 18:30:00,1.99,17.2,406.92,5.799,293.9,4.845,1.74885
"127",2019-07-11 18:45:00,1.98,16.6,405.98,6.007,293.69,5.035,1.74843
"128",2019-07-11 19:00:00,2.08,16.3,415.84,8.309,297.51,5.504,1.74843
"129",2019-07-11 19:15:00,2.21,16,422.58,8.08,297.03,4.533,1.7483
"130",2019-07-11 19:30:00,2.25,15.9,427.68,8.232,299.76,7.07,1.74822
"131",2019-07-11 19:45:00,2.45,15.8,439.34,9.125,300.01,5.653,1.74885
"132",2019-07-11 20:00:00,2.35,15.7,434.34,7.289,301.18,7.497,1.74847
"133",2019-07-11 20:15:00,2.36,15.5,438.46,9.232,304.61,6.167,1.7486
"134",2019-07-11 20:30:00,2.43,15.3,438.18,8.384,300.25,6.613,1.74797
"135",2019-07-11 20:45:00,2.32,15.1,434.72,7.247,303.05,6.689,1.74785
"136",2019-07-11 21:00:00,2.45,14.9,439.11,9.069,300.12,7.771,1.7478
"137",2019-07-11 21:15:00,2.53,14.8,448.33,7.502,304.67,6.332,1.74797
"138",2019-07-11 21:30:00,2.58,14.8,450.39,5.135,304.03,6.979,1.7478
"139",2019-07-11 21:45:00,2.54,14.7,448.97,9.511,304.77,7.204,1.74785
"140",2019-07-11 22:00:00,2.55,14.6,448.88,8.491,304.29,6.364,1.7478
"141",2019-07-11 22:15:00,2.62,14.5,454.45,8.097,305.56,7.581,1.7478
"142",2019-07-11 22:30:00,2.55,14.4,451.96,8.117,307.02,9.999,1.74726
"143",2019-07-11 22:45:00,2.76,14.2,461.66,12.241,304.82,7.358,1.74789
"144",2019-07-11 23:00:00,2.74,14.1,462.53,10.248,307.05,7.153,1.74751
"145",2019-07-11 23:15:00,2.9,14,471.89,7.873,307.4,7.657,1.74755
"146",2019-07-11 23:30:00,2.84,14,473.34,9.711,311.92,8.044,1.74747
"147",2019-07-11 23:45:00,2.85,14,471.39,10.827,309.45,9.543,1.74726
"148",2019-07-12 00:00:00,2.79,13.9,466.31,10.889,308.13,8.75,1.74747
"149",2019-07-12 00:15:00,2.77,13.8,469.55,7.012,312.29,6.983,1.74747
"150",2019-07-12 00:30:00,2.81,13.7,470.44,6.69,310.93,7.204,1.74726
"151",2019-07-12 00:45:00,2.84,13.6,470.15,9.27,309.08,8.648,1.74701
"152",2019-07-12 01:00:00,2.96,13.6,477,9.794,309.02,10.255,1.74714
"153",2019-07-12 01:15:00,2.81,13.5,473.96,9.885,314.34,8.831,1.74726
"154",2019-07-12 01:30:00,3.02,13.4,485.56,10.117,314.18,8.269,1.74709
"155",2019-07-12 01:45:00,2.95,13.4,482.4,11.165,314.99,9.53,1.74722
"156",2019-07-12 02:00:00,3.05,13.4,483.54,9.809,310.36,9.377,1.74722
"157",2019-07-12 02:15:00,3,13.3,483.12,9.609,312.87,6.504,1.74743
"158",2019-07-12 02:30:00,2.97,13.3,482.42,9.256,313.97,8.573,1.74726
"159",2019-07-12 02:45:00,3.06,13.3,486.37,6.227,312.36,10.104,1.74714
"160",2019-07-12 03:00:00,3.17,13.3,495.62,8.934,315.75,10.065,1.74726
"161",2019-07-12 03:15:00,3.22,13.4,499.37,8.971,316.53,10.178,1.74726
"162",2019-07-12 03:30:00,3.15,13.4,495.45,10.163,316.83,7.792,1.74734
"163",2019-07-12 03:45:00,3.25,13.3,500.3,7.632,315.81,8.525,1.74697
"164",2019-07-12 04:00:00,3.31,13.3,504.27,10.611,316.52,9.591,1.74751
"165",2019-07-12 04:15:00,3.11,13.3,495,9.362,318.45,6.61,1.74734
"166",2019-07-12 04:30:00,3.2,13.3,496.98,8.697,315.41,8.231,1.74726
"167",2019-07-12 04:45:00,3.23,13.2,500.29,8.304,316.89,7.277,1.7473
"168",2019-07-12 05:00:00,3.16,13.1,497.04,9.03,317.67,7.895,1.74714
"169",2019-07-12 05:15:00,3.17,13,497.23,9.588,317.02,10.133,1.74709
"170",2019-07-12 05:30:00,3.22,13,497.25,11.02,314.57,10.718,1.74705
"171",2019-07-12 05:45:00,3.34,12.9,507.73,8.879,318.32,10.987,1.74697
"172",2019-07-12 06:00:00,3.28,12.9,503.14,11.392,316.96,11.158,1.74701
"173",2019-07-12 06:15:00,3.33,12.9,507.11,8.746,318.04,9.23,1.7468
"174",2019-07-12 06:30:00,3.43,12.9,513.51,7.647,318.76,9.654,1.74697
"175",2019-07-12 06:45:00,3.37,13,509.75,10.427,318.18,10.593,1.74735
"176",2019-07-12 07:00:00,3.38,13.2,511.74,10.185,319.67,9.271,1.74743
"177",2019-07-12 07:15:00,3.31,13.3,507.08,10.174,319.42,7.728,1.74726
"178",2019-07-12 07:30:00,3.34,13.4,504.43,11.682,314.98,8.406,1.74789
"179",2019-07-12 07:45:00,3.4,13.6,510.72,11.298,317.73,7.946,1.74789
"180",2019-07-12 08:00:00,3.3,14.2,503.1,9.006,315.67,9.699,1.74851
"181",2019-07-12 08:15:00,3.33,14.7,502.81,9.745,313.99,9.277,1.74864
"182",2019-07-12 08:30:00,3.29,15.2,504.39,7.56,317.54,11.222,1.74876
"183",2019-07-12 08:45:00,3.1,15.5,489.71,10.387,313.61,8.611,1.74935
"184",2019-07-12 09:00:00,3.03,15.8,483.52,9.349,311.47,6.489,1.74968
"185",2019-07-12 09:15:00,2.96,16,477.49,7.54,309.63,5.173,1.74964
"186",2019-07-12 09:30:00,2.82,16.4,468.23,6.615,308.21,6.834,1.74993
"187",2019-07-12 09:45:00,2.83,16.8,467,9.846,306.31,10.999,1.75039
"188",2019-07-12 10:00:00,2.66,17.6,450.89,8.085,299.9,10.995,1.75047
"189",2019-07-12 10:15:00,2.57,18.2,447.32,5.759,301.46,7.285,1.75114
"190",2019-07-12 10:30:00,2.46,19.2,438.01,8.363,298.45,7.646,1.75118
"191",2019-07-12 10:45:00,2.29,20.7,430.84,6.478,301.09,6.766,1.7528
"192",2019-07-12 11:00:00,2.29,21.6,428.41,7.102,298.37,6.438,1.75343
"193",2019-07-12 11:15:00,2.22,21.4,425.88,6.565,299.62,5.464,1.75364
"194",2019-07-12 11:20:43,0,0,0,0,0,0,2
"195",2019-07-12 11:23:39,0,0,0,0,0,0,2
"196",2019-07-12 11:30:00,2.17,22.4,421.25,9.384,297.98,6.071,1.75472
"197",2019-07-12 11:45:00,1.99,21.7,413.14,6.615,299.92,5.488,1.75414
"198",2019-07-12 12:00:00,3.41,22.3,489.32,6.758,295.86,3.999,1.75447
"199",2019-07-12 12:15:00,3.12,22.7,483.69,9.959,306.6,9.601,1.75514
"200",2019-07-12 12:30:00,2.99,23.2,473.35,6.747,303.62,9.907,1.75518
"201",2019-07-12 12:40:00,0,0,0,0,0,0,2
"202",2019-07-12 12:45:00,1.55,23.7,385.09,5.531,296.82,7.254,1.75585
"203",2019-07-12 12:50:00,1.58,24,380.11,4.239,290.55,4.095,1.75576
"204",2019-07-12 12:55:00,1.53,24,378.66,4.282,291.67,2.775,1.75614
"205",2019-07-12 13:00:00,1.49,24,373.37,7.101,288.95,5.712,1.75597
"206",2019-07-12 13:05:00,2.57,24.1,434.35,7.696,288.39,5.613,1.75589
"207",2019-07-12 13:10:00,2.99,24.2,463.53,7.802,294.01,7.691,1.75614
"208",2019-07-12 13:15:00,2.9,24.3,459.45,7.114,294.67,7.065,1.75647
"209",2019-07-12 13:20:00,2.72,24.1,455,8.702,300.52,10.259,1.75647
"210",2019-07-12 13:25:00,2.7,24,449.81,9.122,296.41,7.835,1.7561
"211",2019-07-12 13:30:00,2.68,24,450,6.037,297.61,6.794,1.75635
"212",2019-07-12 13:35:00,2.86,24.3,452.9,9.309,290.34,8.715,1.75643
"213",2019-07-12 13:40:00,2.63,24.4,444.33,9.101,294.86,6.885,1.75643
"214",2019-07-12 13:45:00,2.56,24.5,442.47,5.246,297.35,8.248,1.75601
"215",2019-07-12 13:50:00,2.66,24.9,440.4,8.842,289.51,5.741,1.75672
"216",2019-07-12 13:55:00,2.62,24.9,441.89,5.143,293.11,8.113,1.7566
"217",2019-07-12 14:00:00,2.55,25.1,435.1,7.539,290.41,6.59,1.75685
"218",2019-07-12 14:05:00,2.58,25.2,441.1,9.31,294.45,6.181,1.75705
"219",2019-07-12 14:10:00,2.41,25.1,432.25,8.141,295.44,4.408,1.7571
"220",2019-07-12 14:15:00,2.38,25,427.46,6.082,292.54,6.552,1.75693
"221",2019-07-12 14:20:00,2.53,25.1,433.21,9.259,289.34,8.984,1.75718
"222",2019-07-12 14:25:00,2.53,25,439.17,7.104,295.74,6.533,1.75689
"223",2019-07-12 14:30:00,2.4,24.9,428.39,7.385,292.12,6.624,1.75705
"224",2019-07-12 14:35:00,2.48,24.9,432.73,6.673,291.94,7.797,1.75697
"225",2019-07-12 14:40:00,2.45,24.8,429.27,7.661,290.28,6.751,1.75697
"226",2019-07-12 14:45:00,2.3,24.7,423.92,8.655,293.46,6.046,1.75668
"227",2019-07-12 14:50:00,2.4,24.6,427.82,7.385,291.69,4.633,1.75701
"228",2019-07-12 14:55:00,2.38,24.7,425.2,7.252,289.96,5.995,1.75672
"229",2019-07-12 15:00:00,2.26,24.7,418.48,7.013,290.31,6.603,1.75685
"230",2019-07-12 15:05:00,2.25,24.7,418.85,4.53,291.17,7.24,1.75668
"231",2019-07-12 15:10:00,2.25,24.7,419.22,6.294,291.42,7.375,1.75685
"232",2019-07-12 15:15:00,2.66,24.6,441.29,8.504,290.26,3.592,1.7568
"233",2019-07-12 15:20:00,2.47,24.5,432.24,10.333,292.09,5.352,1.75672
"234",2019-07-12 15:25:00,2.44,24.4,433.06,5.244,294.34,5.834,1.75647
"235",2019-07-12 15:30:00,2.35,24.4,427.07,7.472,293.55,8.744,1.75664
"236",2019-07-12 15:35:00,2.52,24.2,437.31,6.653,294.12,7.079,1.75639
"237",2019-07-12 15:40:00,2.49,24.1,433.65,5.829,292.17,6.452,1.7561
"238",2019-07-12 15:45:00,2.38,23.9,427.92,6.286,292.66,7.324,1.75589
"239",2019-07-12 15:50:00,2.28,23.8,417.31,7.826,287.77,5.875,1.7556
"240",2019-07-12 15:55:00,2.36,23.6,423.87,8.251,289.82,7.713,1.75564
"241",2019-07-12 16:00:00,2.35,23.3,422.85,9.402,289.51,9.035,1.75535
"242",2019-07-12 16:05:00,1.94,23.1,397.79,5.78,287.93,5.107,1.75485
"243",2019-07-12 16:10:00,1.62,22.8,377.82,9.22,285.94,5.94,1.75464
"244",2019-07-12 16:15:00,1.49,22.6,370.1,1.975,285.42,5.646,1.75443
"245",2019-07-12 16:19:55,0,0,0,0,0,0,2
"246",2019-07-12 16:21:05,0,0,0,0,0,0,2
"247",2019-07-12 16:21:09,0,0,0,0,0,0,2
"248",2019-07-12 16:22:16,0,0,0,0,0,0,1
"249",2019-07-12 16:30:00,1.54,21.5,372.16,6.333,284.51,2.779,1.75318
"250",2019-07-12 16:45:00,1.77,20.8,387.7,4.717,287.4,3.935,1.75276
"251",2019-07-12 17:00:00,1.67,20,380.81,5.29,286.16,4.707,1.75189
"252",2019-07-12 17:15:00,1.71,19.4,385.72,6.531,288.91,6.362,1.75143
"253",2019-07-12 17:30:00,1.72,18.8,390.35,10.414,292.48,3.627,1.75101
"254",2019-07-12 17:45:00,1.83,18,396.41,5.997,292.56,4.434,1.75005
"255",2019-07-12 18:00:00,1.79,17.3,394.72,4.002,292.89,4.258,1.7491
"256",2019-07-12 18:15:00,2.03,16.4,409.02,8.946,293.53,4.37,1.74905
"257",2019-07-12 18:30:00,1.99,15.8,406.61,4.993,293.38,5.046,1.74822
"258",2019-07-12 18:45:00,1.96,15.2,407.5,7.89,296.23,6.319,1.74772
"259",2019-07-12 19:00:00,2.15,14.9,419.71,8.476,297.56,5.765,1.74764
"260",2019-07-12 19:15:00,2.11,14.6,418.4,8.918,298.74,6.524,1.7476
"261",2019-07-12 19:30:00,2.22,14.3,426.31,7.962,300.16,5.354,1.74747
"262",2019-07-12 19:45:00,2.18,14.2,424.44,8.025,300.67,8.242,1.74734
"263",2019-07-12 20:00:00,2.17,14,425.19,6.481,301.86,5.929,1.74734
"264",2019-07-12 20:15:00,2.29,13.9,432.13,7.232,302.21,6.522,1.74739
"265",2019-07-12 20:30:00,2.32,13.8,435.08,8.081,303.45,5.616,1.74709
"266",2019-07-12 20:45:00,2.36,13.8,440.57,6.831,306.6,6.723,1.74714
"267",2019-07-12 21:00:00,2.34,13.8,437.16,5.969,304.37,6.384,1.74734
"268",2019-07-12 21:15:00,2.37,13.7,437.9,7.069,303.56,5.883,1.74739
"269",2019-07-12 21:30:00,2.45,13.6,445.93,7.307,306.66,6.234,1.74768
"270",2019-07-12 21:45:00,2.54,13.5,451.57,9.97,307.16,4.699,1.74747
"271",2019-07-12 22:00:00,2.53,13.5,451.49,7.427,307.86,6.927,1.74734
"272",2019-07-12 22:15:00,2.41,13.5,448.28,7.839,311.2,8.427,1.74734
"273",2019-07-12 22:30:00,2.53,13.5,453.47,8.521,309.75,6.826,1.74747
"274",2019-07-12 22:45:00,2.68,13.5,464.38,10.515,312.02,7.209,1.7478
"275",2019-07-12 23:00:00,2.72,13.6,466.66,9.926,312.17,6.716,1.7478
"276",2019-07-12 23:15:00,2.72,13.5,465.74,9.09,311.18,8.002,1.74785
"277",2019-07-12 23:30:00,2.65,13.5,462.94,9.814,312.59,10.276,1.74797
"278",2019-07-12 23:45:00,2.54,13.4,455.7,7.004,311.4,7.647,1.7476
"279",2019-07-13 00:00:00,2.56,13.4,461.4,8.19,316.04,7.773,1.74764
"280",2019-07-13 00:15:00,2.67,13.4,467.22,7.32,315.49,7.342,1.7478
"281",2019-07-13 00:30:00,2.61,13.5,461.97,9.132,313.51,6.288,1.7478
"282",2019-07-13 00:45:00,2.75,13.5,469.01,11.108,313.1,7.074,1.74785
"283",2019-07-13 01:00:00,2.8,13.4,472.58,10.057,313.58,7.237,1.74776
"284",2019-07-13 01:15:00,2.81,13.4,473.91,9.65,314.55,7.672,1.7481
"285",2019-07-13 01:30:00,2.68,13.3,466.61,8.582,314.31,9.126,1.7478
"286",2019-07-13 01:45:00,2.72,13.3,466.66,9.414,311.99,7.723,1.74755
"287",2019-07-13 02:00:00,2.68,13.2,464.51,7.863,312.38,7.432,1.74772
"288",2019-07-13 02:15:00,2.73,13.2,466.6,8.854,311.42,7.931,1.7476
"289",2019-07-13 02:30:00,2.56,13.2,459.95,7.686,314.5,8.634,1.74764
"290",2019-07-13 02:45:00,2.68,13.1,466.8,8.235,314.37,7.453,1.74743
"291",2019-07-13 03:00:00,2.6,13.1,461.42,10.972,313.77,5.237,1.7476
"292",2019-07-13 03:15:00,2.33,12.8,442.04,7.575,309.93,6.743,1.74643
"293",2019-07-13 03:30:00,2.47,12.6,448.87,7.037,308.61,7.987,1.74668
"294",2019-07-13 03:45:00,2.49,12.5,451.72,9.838,310.08,7.323,1.74664
"295",2019-07-13 04:00:00,2.49,12.6,455.07,7.322,313.91,6.799,1.74701
"296",2019-07-13 04:15:00,2.51,12.6,457.02,9.078,314.5,8.616,1.7468
"297",2019-07-13 04:30:00,2.43,12.6,452.22,6.902,314.31,6.09,1.74685
"298",2019-07-13 04:45:00,2.4,12.6,448.07,8.113,311.76,7.89,1.74693
"299",2019-07-13 05:00:00,2.43,12.5,450.03,9.077,312.09,7.002,1.74701
"300",2019-07-13 05:15:00,2.32,12.4,444.9,7.163,313.21,7.556,1.74664
"301",2019-07-13 05:30:00,2.28,12.2,440.25,4.791,310.85,7.549,1.74634
"302",2019-07-13 05:45:00,2.26,12.1,437.48,6.996,309.23,4.475,1.74626
"303",2019-07-13 06:00:00,2.23,11.9,437.21,6.784,310.72,7.103,1.74593
"304",2019-07-13 06:15:00,2.36,11.9,444.9,8.625,311.13,7.263,1.7461
"305",2019-07-13 06:30:00,2.34,12,447.38,6.96,314.74,5.304,1.74651
"306",2019-07-13 06:45:00,2.28,12.2,444.22,9.129,314.52,4.818,1.74622
"307",2019-07-13 07:00:00,2.3,12.4,442.46,6.807,312.02,7.902,1.7468
"308",2019-07-13 07:15:00,2.27,12.5,439.39,8.205,310.23,7.867,1.74689
"309",2019-07-13 07:30:00,2.2,12.7,438.87,7.941,313.69,6.894,1.74739
"310",2019-07-13 07:45:00,2.27,13,436.22,5.888,307.59,8.325,1.74709
"311",2019-07-13 08:00:00,2.1,13.4,430.22,6.175,310.78,4.321,1.74764
